canonical_smiles
CC(NC(C)(C)C)C(=O)c1ccc(Br)cc1
CC#CCOc1ccc(S(=O)(=O)C(CCCCCC)C(=O)NO)cc1
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
N#CCC(=O)Nc1ccc(S(N)(=O)=O)cc1
CCCCCCCCOc1ccc(NC(=O)[C@@](C)(N)COP(=O)(O)O)cc1F
C#CCN(C)[C@H](C)Cc1ccccc1
CN(C)CC/N=C(/S)NCCc1ccc(S(N)(=O)=O)cc1
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC=O
CNC[C@H](O)c1ccc(O)c(O)c1
CCCCCCCOc1ccc(CC[C@](C)(N)CCC(=O)O)cc1
CC(C)(C)OC(=O)NS(=O)(=O)NCc1ccccc1
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N(C)N(C)C#N
CNC(=O)[C@@H](NC(=O)[C@H](CCCCOCc1ccccc1)CC(=O)NO)C(C)(C)C
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N[C@@H](CC(C)C)C(=O)O)cc1
C[C@H](NC(=O)OCc1ccccc1)C(=O)N(C)N(C)C#N
CC(F)CNc1ccc(S(N)(=O)=O)cc1
NS(=O)(=O)c1c(F)c(F)c(NCCCCCC(=O)O)c(F)c1F
Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O
CC#CCOc1ccc(S(=O)[C@H](CCCCCC)C(=O)NO)cc1
CC(=O)Oc1ccccc1C(=O)O
CCCNC(=O)CCC[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC
O=C(NCCS)/C(Cc1ccc(O)c(Br)c1)=N/O
O=P(O)(O)C(Nc1ccc(Cl)c(Cl)c1)P(=O)(O)O
CNc1ccc(C(=O)NO)cc1
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1Br)C(=O)NCC#N
COC(=O)c1ccc(NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)NO)CC(C)C)cc1
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C
O=C(/C=C/c1ccc(Cl)cc1F)NCCCCCC(=O)NO
O=P(O)(O)C(NS(=O)(=O)c1ccc(Br)cc1)P(=O)(O)O
COc1ccc(C(C)NS(N)(=O)=O)cc1OC
CCC(C)C(=O)Nc1ccc(S(N)(=O)=O)cc1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N[C@@H](C)C(=O)O)cc1
COC(=O)/C=C/c1ccc(O)cc1
Cc1ccc(S(=O)(=O)N(CCN=[N+]=[N-])[C@@H](C(=O)NO)C(C)C)cc1
O=C(NC(P(=O)(O)O)P(=O)(O)O)c1ccc(Br)cc1
CCCCC(CC(=O)NO)S(=O)(=O)c1ccccc1
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N
CCCCC(CC)C(=O)Nc1ccc(S(N)(=O)=O)cc1
CCCCCCCC/C=C\CCCCCCCC(=O)Nc1ccccc1
NS(=O)(=O)C(F)(F)c1ccccc1Br
CCc1cccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NO)c1
C=C(C)CNS(=O)(=O)c1ccc(N)cc1
CC(C)(C)OC(=O)NCCCCOc1ccc(S(N)(=O)=O)cc1
Oc1c(O)c(Br)c(Br)c(Br)c1Br
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(=O)O
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)NCC(N)=O)cc1
COC(=O)c1ccc(O)cc1
CCCC/C(=N\NC(N)=S)c1ccc(Cl)c(Cl)c1
Nc1ccccc1S(N)(=O)=O
O=C(Cc1ccccc1)NO
COC(=O)c1ccc(O)c(O)c1
CCCC(C)NS(=O)(=O)c1ccc(C)cc1
Nc1ccc(S(N)(=O)=O)cc1Cl
C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
O=C(O)c1cc(O)c(O)c(O)c1
Cc1cccc(C)c1OCC(C)N
COc1cc(CCNS(N)(=O)=O)cc(OC)c1OC
N=C(N)Nc1ccc(C(=O)O)cc1
CC(C)(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N
CC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1
Nc1ccc(S(=O)(=O)NCCC(F)F)cc1
NS(=O)(=O)c1ccc(CCO)cc1
CCOC(=O)c1c(O)cccc1O
CCSC(=S)SCC(=O)c1ccc(OC)cc1
COCc1c(C)c(O)c(O)c(O)c1C=O
Nc1c(S(N)(=O)=O)cc(S(N)(=O)=O)c(Cl)c1Cl
Oc1c(Br)cc(Br)c(Br)c1O
CC(C)OC(=O)c1ccc(O)c(O)c1
CC(C)(C)OC(=O)N[C@@H](Cc1cccc(F)c1)C(=O)NCC#N
CCCNC(=O)c1cc(C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@H](C(=O)NC(C)C)C(C)C)cc(N(C)S(C)(=O)=O)c1
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
NS(=O)(=O)c1ccc(NC(=O)CCS)c(F)c1
CC(C)C[C@H](NC(c1ccc(Br)cc1)C(F)(F)F)C(=O)NCC#N
CC(C)(C)OC(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)NCC#N
O=C(O)c1ccc(O)cc1O
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1F)C(=O)NCC#N
NC(=O)CC(N)C(=O)NC(=S)NCCc1ccc(S(N)(=O)=O)cc1
CC[C@@H](Cc1ccccc1)OC(=O)NN(C)C#N
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(S)CCCNS(C)(=O)=O
COC(=O)CCNS(=O)(=O)Oc1ccccc1O
O=[N+]([O-])c1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1
C#CCN([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(OC)cc1
NC/C(=C/F)CCc1ccc(F)cc1
Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
Nc1ccc(S(=O)(=O)NCCC(F)Cl)cc1
CCCCCCCCc1ccc(CCC(N)CCP(=O)(O)O)cc1
NCc1ccc(S(N)(=O)=O)cc1
CNC(=O)[C@@H](NC(=O)[C@H](c1ccc(OC)cc1)[C@H](CO)C(=O)NO)C(C)(C)C
COc1cc(C(=O)O)cc(OC)c1O
C[N+](C)(C)CC#CCOC(=O)Nc1cccc(Cl)c1
COc1cc(O)c(/C=C\C(=O)O)cc1[C@@H](O)CC(C)C
O=C(CCCc1ccccc1)NO
O=C(O)c1cc(O)cc(O)c1
CS(=O)(=O)Nc1ccc(S(N)(=O)=O)cc1
Cc1cc(S(N)(=O)=O)c(S(=O)(=O)C(C)C(=O)O)cc1Cl
NCCc1ccc(O)c(O)c1
C=CC[C@@](C)(C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC
CCCC(C(=O)Nc1ccc(S(N)(=O)=O)cc1)C(C)(C)C
CCOC(=O)c1ccc(O)c(O)c1
CC(C)[C@H](C(=O)NO)N(CC#N)S(=O)(=O)c1ccc(OCCF)cc1
CC#CCOc1ccc(SC(CCCCCC)C(=O)NO)cc1
Cc1cc(S(N)(=O)=O)c(S(=O)(=O)CC(=O)NN)cc1Cl
CCCNS(=O)(=O)c1ccc(N)cc1
CN(C#N)N(C)C(=O)CNC(=O)OCc1ccccc1
Oc1ccc(O)cc1
CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)Nc1ccc(S(N)(=O)=O)cc1Cl
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N(C)N(C)C#N
CC(C)OC(=O)c1cc(O)cc(O)c1
CC#CCOc1ccc(S(=O)(=O)NCC(=O)NO)cc1
CC(C)(C)C(=O)NCc1ccc(S(N)(=O)=O)cc1
CC(C)(C)OC(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)NCC#N
C=CC[C@](C)(C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@H](C(=O)Nc1ccccc1)C(C)(C)C
CCCC(C(=O)Nc1ccc(S(N)(=O)=O)cc1)C(C)CC
O=C(O)c1ccc(O)cc1
NS(=O)(=O)c1ccc(CCNC(=O)CCS)cc1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
CCCCC(NOCc1ccc(Cl)cc1)C(=O)NO
CCCCCCCCOc1ccc(NC(=O)[C@@](C)(N)COP(=O)(O)O)c(F)c1
Cc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NO)cc1C
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCCO)CC(=O)NO
O=[As](O)(O)c1ccccc1
COc1ccc(S(=O)(=O)NC(P(=O)(O)O)P(=O)(O)O)cc1
Oc1cccc(O)c1
O=C(NO)c1ccccc1
NC(N)=NCCCC(N)C(=O)NC(=S)NCCc1ccc(S(N)(=O)=O)cc1
NS(=O)(=O)Oc1cccc(OS(N)(=O)=O)c1
O=[N+]([O-])c1cccc(NC(P(=O)(O)O)P(=O)(O)O)c1
O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccccc1
CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCc1ccc(O)cc1
COC(=O)/C(O)=C/C(=O)/C=C(\O)c1ccccc1OC
CCOC(=O)c1cc(S(N)(=O)=O)c(S)cc1Cl
CC(C)OC(=O)c1c(O)cccc1O
Oc1ccccc1
O=[N+]([O-])c1cc(NC(P(=O)(O)O)P(=O)(O)O)ccc1F
CCON(CC(=O)NO)S(=O)(=O)c1ccc(OC)cc1
NS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)CCO)c(F)c1F
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N[C@@H](CS)C(N)=O)cc1
CC(=O)NNc1ccccc1S(N)(=O)=O
CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(N)=O
COc1cccc(OC)c1C(=O)O
NNc1c(F)c(F)c(S(N)(=O)=O)c(F)c1F
CCCCCCOc1ccc(C(CC(=O)O)C(N)=O)cc1
Cc1ccc(C(=O)C(C)NC(C)(C)C)cc1Cl
CCCCCCC(C(=O)NO)S(=O)(=O)c1ccc(OC)cc1
CC[C@@H](C(=O)NO)N(CC(C)C)S(=O)(=O)c1ccc(OC)cc1
O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc(Cl)cc1
COc1ccc(CCNS(N)(=O)=O)cc1
CC(NOCc1ccc(Cl)cc1)C(=O)NO
O=[N+]([O-])c1ccc(S(=O)(=O)NC(P(=O)(O)O)P(=O)(O)O)cc1
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1
CCOc1ccc(S(N)(=O)=O)cc1
CCCCCCCCc1ccc(CCC(N)COP(=O)(O)O)cc1
Cc1cc(S(N)(=O)=O)c(S(=O)(=O)CC(=O)O)cc1Cl
CCCCOc1ccc(CC(=O)NO)cc1
CCOP(=O)(N[C@H](CC(C)C)C(=O)NO)c1ccc(OC)cc1
CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC(=O)NC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C
COc1ccc(CC(C)N)cc1
CCCCCCCCc1ccc(CCC(N)CC(O)P(=O)(O)O)cc1
CC#CCOc1ccc(S(=O)(=O)C(C(=O)NO)C(C)C)cc1
CCC(CC)C(=O)NCc1ccc(S(N)(=O)=O)cc1
COc1cccc(OC)c1C(C)NS(N)(=O)=O
NNCCc1ccccc1
CCC(C(=O)Nc1ccc(S(N)(=O)=O)cc1)C(C)(C)C
CCC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1
C[C@H](N)Cc1ccccc1
CC(C)OC(=O)c1ccc(O)cc1
CCOC(=O)c1ccc(O)cc1O
CCCS(=O)(=O)N[C@@H](C(=O)N[C@@H](CCSC)C(=O)NCc1ccc(C(=N)N)cc1)[C@@H](C)CC
Cc1cc(S(N)(=O)=O)c(S(=O)(=O)C(C)C(=O)NN)cc1Cl
Cc1ccc(S(=O)(=O)NCCCN(C)C)cc1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)NCC(=O)O)cc1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(N)=O)cc1
Cc1cccc(NC(=O)CCCCCCC(=O)NO)c1
NS(=O)(=O)Nc1ccc(S(N)(=O)=O)cc1
OC(=S)c1ccccc1
CCOC(=O)/C=C/c1ccc(O)cc1
COc1ccc(C(=O)O)cc1OC
O=C(O)c1cccc(O)c1
CNc1ccc(S(N)(=O)=O)cc1
CCCCOc1ccc(S(=O)(=O)NCC(=O)NO)cc1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N[C@@H](CC(C)C)C(N)=O)cc1
CCCCCCCOc1ccc(CC[C@](C)(N)C(=O)O)cc1
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
COc1cccc(CCNS(N)(=O)=O)c1OC
NS(=O)(=O)ONC(=O)OCc1ccccc1
O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O
CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1
COC(=O)c1c(O)cccc1O
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)NC)cc1
CC[C@H](C)[C@H](NC(=O)NNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@H](C(=O)OC)C(C)C
CCCCCCCCc1ccc(CCC(N)(CO)COP(=O)(O)O)cc1
CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NCC#N
COc1ccccc1OC
Nc1ccc(S(N)(=O)=O)cc1F
C=CCNc1ccc(S(N)(=O)=O)cc1
O=C(CCCCCCC(=O)Nc1ccccc1)NO
Cc1ccc(S(=O)(=O)N[C@@H](CCC(=O)OC(C)(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C)cc1
CC(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NO)cc1
CCCCCCCCCc1ccc(CNCCCP(=O)(O)O)cc1
NS(=O)(=O)c1ccc(CCC(=O)O)cc1
C=CC[C@H](C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC
COc1cc(CC(C)N)c(OC)cc1C
CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)Nc1cccc(S(N)(=O)=O)c1
O=S(=O)(F)CCCCCc1ccc(O)cc1
CC(C)C[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)NCC#N
CC(/C=C/c1ccccc1)=C\C(=O)NCCCCCC(=O)NO
C=CCNC(=O)CCCCCCCOc1cc(O)cc(C(C)(C)CCCCCC)c1
NNc1ccc(S(N)(=O)=O)cc1
Cc1ccc(OS(N)(=O)=O)c(OS(N)(=O)=O)c1
CC(C)C[C@@H](/C=C/S(C)(=O)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)OCc1ccccc1
COc1ccc(S(=O)(=O)N(CC(=O)NO)OC(C)C)cc1
COc1ccc(B(O)O)cc1
CCCCCCCCCCCCNCc1ccc(OC)c(O)c1
CCCCC/C=C\C/C=C\CCCCCCCC(=O)NCc1ccccc1
CC[C@H](C)[C@H](NC(=O)NNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)OCc1ccccc1)[C@@H](C)CC)C(=O)N[C@H](C(=O)OC)C(C)C
Cc1cccc(CCNC(=O)CCCCCCS)c1
CCCCCCCCc1ccc(CC[C@@H](N)C[C@H](O)P(=O)(O)O)cc1
COc1ccc(S(=O)(=O)N(CCN=[N+]=[N-])[C@@H](C(=O)NO)C(C)C)cc1
Cc1ccc(NC(=O)CCCCCCC(=O)NO)cc1
Cc1ccc(S(N)(=O)=O)cc1
Nc1cc(O)ccc1Cl
COc1cc(/C=C/C(=O)O)ccc1O
CC(C)=CCC/C(C)=C\CNC(=O)Nc1cccc(Cl)c1
O=C(/C=C/c1ccccc1)NO
NCCc1ccc(S(N)(=O)=O)cc1
CC(C)(C)OC(=O)N[C@@H](CCc1ccccc1)C(=O)NCC#N
CCC(C)ON(C(C(=O)NO)C(C)C)S(=O)(=O)c1ccc(OC)cc1
O=C(O)c1ccccc1O
C=C(Cl)CN(CC(=C)Cl)S(=O)(=O)c1ccc(N)cc1
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
CN(N)c1ccc(S(N)(=O)=O)cc1
C#Cc1ccc(S(N)(=O)=O)cc1
CC(C)(C)OC(=O)NCCCCCCOc1ccc(S(N)(=O)=O)cc1
CC(=O)Nc1ccc(S(=O)(=O)NCC(C)F)cc1
NCCc1ccccc1
Cc1ccc(S(=O)(=O)NCC(=O)O)cc1
CC(C)(C)CC(=O)Nc1ccc(S(N)(=O)=O)cc1
O=C(CCCCCS)Nc1ccccc1
COC(=O)C(C)S(=O)(=O)c1cc(Cl)c(C)cc1S(N)(=O)=O
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N[C@@H](C)C(N)=O)cc1
Nc1cccc(O)c1
CC(C)C[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)NNC(=O)N[C@H](C(=O)N[C@@H](C)C(N)=O)C(C)C)C(C)C
C=CCc1ccccc1OCC(O)CNC(C)C
CC(C)CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
NS(=O)(=O)c1ccccc1Br
O=C(O)c1c(O)cccc1O
CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)Nc1ccc(S(N)(=O)=O)cc1F
NS(=O)(=O)c1ccc(SCCO)cc1
Cc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NO)cc1
CCC(C)CC(=O)Nc1ccc(S(N)(=O)=O)cc1
O=S(=O)(F)CCCCCCCc1ccc(O)cc1
Oc1cc(F)ccc1F
CCCCCCCCOc1ccc(NC(=O)[C@@](C)(N)COP(=O)(O)O)cc1
N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1
NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F
O=P(O)(O)C(Nc1ccc(C(F)(F)F)cc1)P(=O)(O)O
NS(=O)(=O)Cc1ccccc1
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC#N
NS(=O)(=O)c1ccc(NC(=O)CCS)c(Cl)c1
CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)Nc1ccc(S(N)(=O)=O)cc1Br
C#CCOC(=O)c1ccc(S(N)(=O)=O)cc1
CC(C)(C)OC(=O)NCCCOc1ccc(S(N)(=O)=O)cc1
CCCCCCc1c(O)cccc1OCCCCCCCCCCCC(=O)NCCO
NS(=O)(=O)c1c(F)c(F)cc(F)c1F
NNc1ccc(S(N)(=O)=O)cc1Cl
COc1ccc(S(=O)(=O)NCC(=O)NO)cc1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N[C@@H](CO)C(=O)O)cc1
NC[C@H](O)c1ccc(O)c(O)c1
C=CC[C@](C)(C(=O)NO)[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NC
CCCCCCCCCc1ccc(B(O)O)cc1
NS(=O)(=O)c1c(F)c(F)c(SCC(=O)O)c(F)c1F
COc1ccc(OC)c(C(C)NS(N)(=O)=O)c1
CNC(=O)/C(CCCCCCC(=O)Nc1ccccc1)=N\O
CC(C)C[C@H](NC(=O)Nc1ccccc1)C(=O)N(C)N(C)C#N
CCCCNC(=O)Cc1ccc(O)c(Cl)c1
Cc1ccc(NC(P(=O)(O)O)P(=O)(O)O)cc1
NS(=O)(=O)NCc1ccccc1
NNc1ccc(S(N)(=O)=O)cc1F
NS(=O)(=O)c1ccc(OCCCCCO[N+](=O)[O-])cc1
NS(=O)(=O)C(F)(F)c1cccc(Br)c1
CC(=O)NCC[C@H](C(=O)NO)N(OC(C)C)S(=O)(=O)c1ccccc1
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)C(S)CCCC(=O)O
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
CC(C)OC(=O)c1cc(O)ccc1O
CC(C)(C)OC(=O)N[C@H](C(=O)NCC#N)c1ccccc1
COc1ccc(OC)c(OC)c1
CCCCCCCOc1ccc(CC[C@](C)(N)CCP(=O)(O)O)cc1
C#CCNC(=O)c1ccc(S(N)(=O)=O)cc1
NS(=O)(=O)C(F)(F)c1ccc(Br)cc1
CCB(CC)OC(=O)[C@@H](N)CCCCNC(=S)NCCc1ccc(S(N)(=O)=O)cc1
CC(C)(C)OC(=O)N[C@@H](Cc1cccc(Br)c1)C(=O)NCC#N
C=C(Cl)CNS(=O)(=O)c1ccc(N)cc1
COc1ccccc1/C(O)=C/C(=O)/C=C(\O)C(=O)O
COC(=O)c1cc(O)ccc1O
O=C(CCCCCCC(=O)Nc1cccc(C(F)(F)F)c1)NO
CC(C)=CCC/C(C)=C\CNC(=O)Cc1ccc(Cl)cc1
O=P(O)(O)C(Nc1ccc(Br)cc1)P(=O)(O)O
CCCCOc1ccc(S(N)(=O)=O)cc1
CCCCCCCCCCCCNCc1ccccc1O
NNC(=O)c1ccc(S(N)(=O)=O)cc1
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)N[C@@H](CS)C(=O)O)cc1
CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)CS
O=[N+]([O-])c1cccc(S(=O)(=O)NC(P(=O)(O)O)P(=O)(O)O)c1
Nc1ccc(S(N)(=O)=O)cc1Br
CCCCC(NOCc1ccccc1)C(=O)NO
O=C(CCCCCCCS)Nc1ccccc1
COc1ccc(CCS(=O)(=O)NCC(=O)NO)cc1
N#Cc1ccc(O)cc1
CC(=O)N[C@@H](CCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](/C=C/S(C)(=O)=O)CC(C)C
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
CCCC(C(=O)Nc1ccc(S(N)(=O)=O)cc1)C(C)C
CCCCCc1ccc(OCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)NC)C(C)(C)C)cc1
